Room	Zone	Due In	Pending	Priority	VIP	Occ.	Attendant	Cond.	Service	Credits	Arrival	Departure	Status
4104	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4106	Zone 4 East			0				VR					
4108	Zone 4 East		0	0		1		OR			23/06/2022 00:00:00	27/06/2022	
4110	Zone 4 East			0				VR					
4112	Zone 4 East		0	0		1		OR			25/06/2022 00:00:00	26/06/2022	
4114	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4116	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4118	Zone 4 East	X		87			"Justyna, RoomAttendant"	VR	Check Out	1.00			Complete
4120	Zone 4 East		0	0		2		OR			25/06/2022 18:19:34	26/06/2022	
4122	Zone 4 East	X		0				VR					
4124	Zone 4 East	X		0				VR					
4126	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4128	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4130	Zone 4 East			0				OOO					
4132	Zone 4 East			0				OOO					
4134	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4136	Zone 4 East	X	0	54		2	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4138	Zone 4 East		0	54		2	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4140	Zone 4 East		0	0		1		OR			25/06/2022 00:00:00	26/06/2022	
4142	Zone 4 East	X		4			"Justyna, RoomAttendant"	VR	Check Out	1.00			Complete
4144	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4146	Zone 4 East		0	0		2		OR			24/06/2022 00:00:00	26/06/2022	
4148	Zone 4 East		0	0		2		OR			24/06/2022 00:00:00	26/06/2022	
4150	Zone 4 East		0	4		2	"Justyna, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4152	Zone 4 East		0	4		2	"Justyna, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 19:14:21	26/06/2022	Complete
4153	Zone 4 East		0	55		2	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4154	Zone 4 East		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4156	Zone 4 North		0	83		4	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4158	Zone 4 North		0	4		1	"Justyna, RoomAttendant"	OR	Stay Over + Linen	1.00	23/06/2022 00:00:00	04/07/2022	Complete
4160	Zone 4 North		0	0		2		OR			24/06/2022 00:00:00	26/06/2022	
4162	Zone 4 North		0	55		2	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4164	Zone 4 North		0	55		2	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4166	Zone 4 North		0	55		1	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4168	Zone 4 North		0	54		1	"Justyna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 16:10:13	26/06/2022	Complete
4170	Zone 4 North		0	3		2	"Justyna, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	27/06/2022	Complete
4172	Zone 4 North	X	0	54		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4174	Zone 4 North		0	3		2	"Esther, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Service Refused
4176	Zone 4 North		0	3		2	"Esther, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4178	Zone 4 North		0	3		1	"Esther, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	30/06/2022	Do Not Disturb
4180	Zone 4 North		0	89		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4182	Zone 4 North		0	4		1	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4184	Zone 4 North	X		187			"Dorota, RoomAttendant"	VR	Check Out	1.00			Complete
4186	Zone 4 North		0	3		2	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4188	Zone 4 North	X	0	179		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4190	Zone 4 North		0	0		1		OR			25/06/2022 00:00:00	26/06/2022	
4192	Zone 4 North		0	3		2	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4194	Zone 4 North		0	4		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4196	Zone 4 North		0	54		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4198	Zone 4 North		0	0		2		OR			23/06/2022 00:00:00	27/06/2022	
4200	Zone 4 North		0	55		1	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4202	Zone 4 North		0	4		1	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	30/06/2022	Complete
4204	Zone 4 North		0	4		1	"Hannah, AgencyRoomAttendant"	OR	Stay Over	1.00	22/06/2022 00:00:00	05/07/2022	Do Not Disturb
4206	Zone 4 North		0	4		2	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4208	Zone 4 North		0	183		4	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4209	Zone 4 West		0	60		1	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4211	Zone 4 West		0	60		1	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4213	Zone 4 West		0	8		2	"Dorota, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 17:39:02	26/06/2022	Complete
4215	Zone 4 West		0	185		2	"Dorota, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4217	Zone 4 West		0	8		2	"Joanna, RoomAttendant"	OR	Stay Over	1.00	24/06/2022 17:13:57	26/06/2022	Complete
4219	Zone 4 West		0	60		1	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4220	Zone 4 West			54			"Joanna, RoomAttendant"	VC	Check Out	1.00			Complete
4221	Zone 4 West			10			"Joanna, RoomAttendant"	OOO	Check Out	1.00			Complete
4222	Zone 4 West		0	82		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4223	Zone 4 West		0	9		1	"Joanna, RoomAttendant"	OR	Stay Over	1.00	22/06/2022 00:00:00	05/07/2022	Complete
4224	Zone 4 West		0	54		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4225	Zone 4 West		0	9		1	"Joanna, RoomAttendant"	OR	Stay Over	1.00	22/06/2022 00:00:00	04/07/2022	Do Not Disturb
4226	Zone 4 West		0	82		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4227	Zone 4 West		0	0		1		OR			24/06/2022 00:00:00	29/07/2022	
4228	Zone 4 West		0	54		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4229	Zone 4 West		0	0		1		OR			24/06/2022 00:00:00	29/07/2022	
4230	Zone 4 West	X	0	54		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 13:18:47	26/06/2022	Complete
4231	Zone 4 West		0	60		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4233	Zone 4 West		0	60		1	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4235	Zone 4 West		0	9		2	"Aneta, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4236	Zone 4 West	X	0	54		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4237	Zone 4 West		0	5		2	"Aneta, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Do Not Disturb
4238	Zone 4 West	X	0	54		2	"Joanna, RoomAttendant"	OR	Check Out	1.00	25/06/2022 00:00:00	26/06/2022	Complete
4239	Zone 4 West		0	0		2		OR			25/06/2022 00:00:00	26/06/2022	
4240	Zone 4 West		0	3		1	"Aneta, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Complete
4242	Zone 4 West		0	43		1	"Aneta, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	27/06/2022	Complete
4244	Zone 4 West		0	3		2	"Aneta, PublicAreaCleaner"	OR	Stay Over	1.00	24/06/2022 00:00:00	26/06/2022	Service Refused
4245	Zone 4 West	X		63			"Joanna, RoomAttendant"	VR	Check Out	1.00			Complete
